,Year,Country 1,Country 2,No. of Collaborations,No. of Publications of Country 1,No. of Publications of Country 2,Collaborators,Total No. of Publications,Continent of Country 1,Continent of Country 2,Percent of Total Publications of Country 1,Percent of Total Publications of Country 2,Rank of Country 1,Rank of Country 2
11184,2001,Chile,Italy,1.0,1.0,62.0,Chile & Italy,1488.0,South America,Europe,0.0672043010753,4.16666666667,55/133,6/133
11188,2001,Chile,Poland,1.0,1.0,20.0,Chile & Poland,1488.0,South America,Europe,0.0672043010753,1.34408602151,55/133,17/133
12756,2001,Egypt,Germany,1.0,19.0,178.0,Egypt & Germany,1488.0,Africa,Europe,1.27688172043,11.9623655914,18/133,3/133
12949,2001,Morocco,Germany,1.0,11.0,178.0,Morocco & Germany,1488.0,Africa,Europe,0.739247311828,11.9623655914,24/133,3/133
12950,2001,Morocco,France,2.0,11.0,103.0,Morocco & France,1488.0,Africa,Europe,0.739247311828,6.92204301075,24/133,4/133
12963,2001,Morocco,Hungary,1.0,11.0,9.0,Morocco & Hungary,1488.0,Africa,Europe,0.739247311828,0.604838709677,24/133,30/133
14070,2001,China,India,1.0,26.0,50.0,China & India,1488.0,Asia,Asia,1.74731182796,3.36021505376,14/133,7/133
14074,2001,China,Russia,3.0,26.0,85.0,China & Russia,1488.0,Asia,Asia,1.74731182796,5.7123655914,14/133,5/133
14075,2001,China,Japan,4.0,26.0,210.0,China & Japan,1488.0,Asia,Asia,1.74731182796,14.1129032258,14/133,2/133
14106,2001,China,Germany,3.0,26.0,178.0,China & Germany,1488.0,Asia,Europe,1.74731182796,11.9623655914,14/133,3/133
14107,2001,China,France,1.0,26.0,103.0,China & France,1488.0,Asia,Europe,1.74731182796,6.92204301075,14/133,4/133
14109,2001,China,Italy,1.0,26.0,62.0,China & Italy,1488.0,Asia,Europe,1.74731182796,4.16666666667,14/133,6/133
14116,2001,China,Belgium,1.0,26.0,28.0,China & Belgium,1488.0,Asia,Europe,1.74731182796,1.88172043011,14/133,13/133
14117,2001,China,Greece,1.0,26.0,9.0,China & Greece,1488.0,Asia,Europe,1.74731182796,0.604838709677,14/133,31/133
14118,2001,China,Czech,1.0,26.0,11.0,China & Czech,1488.0,Asia,Europe,1.74731182796,0.739247311828,14/133,25/133
14120,2001,China,Hungary,1.0,26.0,9.0,China & Hungary,1488.0,Asia,Europe,1.74731182796,0.604838709677,14/133,30/133
14130,2001,China,Georgia,1.0,26.0,6.0,China & Georgia,1488.0,Asia,Europe,1.74731182796,0.403225806452,14/133,34/133
14150,2001,China,Australia,2.0,26.0,14.0,China & Australia,1488.0,Asia,Oceania,1.74731182796,0.940860215054,14/133,20/133
14156,2001,India,Russia,2.0,50.0,85.0,India & Russia,1488.0,Asia,Asia,3.36021505376,5.7123655914,7/133,5/133
14188,2001,India,Germany,1.0,50.0,178.0,India & Germany,1488.0,Asia,Europe,3.36021505376,11.9623655914,7/133,3/133
14189,2001,India,France,1.0,50.0,103.0,India & France,1488.0,Asia,Europe,3.36021505376,6.92204301075,7/133,4/133
14194,2001,India,Ukraine,1.0,50.0,9.0,India & Ukraine,1488.0,Asia,Europe,3.36021505376,0.604838709677,7/133,29/133
14199,2001,India,Greece,1.0,50.0,9.0,India & Greece,1488.0,Asia,Europe,3.36021505376,0.604838709677,7/133,31/133
14200,2001,India,Czech,2.0,50.0,11.0,India & Czech,1488.0,Asia,Europe,3.36021505376,0.739247311828,7/133,25/133
14206,2001,India,Switzerland,1.0,50.0,36.0,India & Switzerland,1488.0,Asia,Europe,3.36021505376,2.41935483871,7/133,8/133
14207,2001,India,Bulgaria,1.0,50.0,5.0,India & Bulgaria,1488.0,Asia,Europe,3.36021505376,0.336021505376,7/133,37/133
14212,2001,India,Georgia,1.0,50.0,6.0,India & Georgia,1488.0,Asia,Europe,3.36021505376,0.403225806452,7/133,34/133
14232,2001,India,Australia,1.0,50.0,14.0,India & Australia,1488.0,Asia,Oceania,3.36021505376,0.940860215054,7/133,20/133
14397,2001,Bangladesh,Japan,1.0,1.0,210.0,Bangladesh & Japan,1488.0,Asia,Asia,0.0672043010753,14.1129032258,59/133,2/133
14475,2001,Russia,Japan,8.0,85.0,210.0,Russia & Japan,1488.0,Asia,Asia,5.7123655914,14.1129032258,5/133,2/133
14496,2001,Russia,Israel,2.0,85.0,7.0,Russia & Israel,1488.0,Asia,Asia,5.7123655914,0.470430107527,5/133,33/133
14506,2001,Russia,Germany,21.0,85.0,178.0,Russia & Germany,1488.0,Asia,Europe,5.7123655914,11.9623655914,5/133,3/133
14507,2001,Russia,France,4.0,85.0,103.0,Russia & France,1488.0,Asia,Europe,5.7123655914,6.92204301075,5/133,4/133
14509,2001,Russia,Italy,5.0,85.0,62.0,Russia & Italy,1488.0,Asia,Europe,5.7123655914,4.16666666667,5/133,6/133
14511,2001,Russia,Spain,2.0,85.0,33.0,Russia & Spain,1488.0,Asia,Europe,5.7123655914,2.21774193548,5/133,11/133
14512,2001,Russia,Ukraine,8.0,85.0,9.0,Russia & Ukraine,1488.0,Asia,Europe,5.7123655914,0.604838709677,5/133,29/133
14513,2001,Russia,Poland,4.0,85.0,20.0,Russia & Poland,1488.0,Asia,Europe,5.7123655914,1.34408602151,5/133,17/133
14514,2001,Russia,Romania,2.0,85.0,14.0,Russia & Romania,1488.0,Asia,Europe,5.7123655914,0.940860215054,5/133,21/133
14516,2001,Russia,Belgium,3.0,85.0,28.0,Russia & Belgium,1488.0,Asia,Europe,5.7123655914,1.88172043011,5/133,13/133
14517,2001,Russia,Greece,4.0,85.0,9.0,Russia & Greece,1488.0,Asia,Europe,5.7123655914,0.604838709677,5/133,31/133
14518,2001,Russia,Czech,4.0,85.0,11.0,Russia & Czech,1488.0,Asia,Europe,5.7123655914,0.739247311828,5/133,25/133
14520,2001,Russia,Hungary,1.0,85.0,9.0,Russia & Hungary,1488.0,Asia,Europe,5.7123655914,0.604838709677,5/133,30/133
14521,2001,Russia,Sweden,3.0,85.0,32.0,Russia & Sweden,1488.0,Asia,Europe,5.7123655914,2.15053763441,5/133,12/133
14522,2001,Russia,Austria,1.0,85.0,12.0,Russia & Austria,1488.0,Asia,Europe,5.7123655914,0.806451612903,5/133,23/133
14524,2001,Russia,Switzerland,3.0,85.0,36.0,Russia & Switzerland,1488.0,Asia,Europe,5.7123655914,2.41935483871,5/133,8/133
14525,2001,Russia,Bulgaria,1.0,85.0,5.0,Russia & Bulgaria,1488.0,Asia,Europe,5.7123655914,0.336021505376,5/133,37/133
14528,2001,Russia,Finland,1.0,85.0,10.0,Russia & Finland,1488.0,Asia,Europe,5.7123655914,0.672043010753,5/133,26/133
14529,2001,Russia,Norway,2.0,85.0,7.0,Russia & Norway,1488.0,Asia,Europe,5.7123655914,0.470430107527,5/133,32/133
14530,2001,Russia,Georgia,2.0,85.0,6.0,Russia & Georgia,1488.0,Asia,Europe,5.7123655914,0.403225806452,5/133,34/133
14538,2001,Russia,Slovenia,3.0,85.0,5.0,Russia & Slovenia,1488.0,Asia,Europe,5.7123655914,0.336021505376,5/133,40/133
14550,2001,Russia,Australia,3.0,85.0,14.0,Russia & Australia,1488.0,Asia,Oceania,5.7123655914,0.940860215054,5/133,20/133
14559,2001,Japan,Korea,3.0,210.0,35.0,Japan & Korea,1488.0,Asia,Asia,14.1129032258,2.35215053763,2/133,10/133
14583,2001,Japan,Germany,14.0,210.0,178.0,Japan & Germany,1488.0,Asia,Europe,14.1129032258,11.9623655914,2/133,3/133
14584,2001,Japan,France,4.0,210.0,103.0,Japan & France,1488.0,Asia,Europe,14.1129032258,6.92204301075,2/133,4/133
14586,2001,Japan,Italy,4.0,210.0,62.0,Japan & Italy,1488.0,Asia,Europe,14.1129032258,4.16666666667,2/133,6/133
14589,2001,Japan,Ukraine,1.0,210.0,9.0,Japan & Ukraine,1488.0,Asia,Europe,14.1129032258,0.604838709677,2/133,29/133
14590,2001,Japan,Poland,1.0,210.0,20.0,Japan & Poland,1488.0,Asia,Europe,14.1129032258,1.34408602151,2/133,17/133
14592,2001,Japan,Netherlands,3.0,210.0,21.0,Japan & Netherlands,1488.0,Asia,Europe,14.1129032258,1.41129032258,2/133,15/133
14595,2001,Japan,Czech,1.0,210.0,11.0,Japan & Czech,1488.0,Asia,Europe,14.1129032258,0.739247311828,2/133,25/133
14598,2001,Japan,Sweden,1.0,210.0,32.0,Japan & Sweden,1488.0,Asia,Europe,14.1129032258,2.15053763441,2/133,12/133
14599,2001,Japan,Austria,1.0,210.0,12.0,Japan & Austria,1488.0,Asia,Europe,14.1129032258,0.806451612903,2/133,23/133
14601,2001,Japan,Switzerland,3.0,210.0,36.0,Japan & Switzerland,1488.0,Asia,Europe,14.1129032258,2.41935483871,2/133,8/133
14603,2001,Japan,Denmark,1.0,210.0,5.0,Japan & Denmark,1488.0,Asia,Europe,14.1129032258,0.336021505376,2/133,36/133
14625,2001,Japan,Monaco,1.0,210.0,5.0,Japan & Monaco,1488.0,Asia,Europe,14.1129032258,0.336021505376,2/133,38/133
14748,2001,Vietnam,Hungary,1.0,1.0,9.0,Vietnam & Hungary,1488.0,Asia,Europe,0.0672043010753,0.604838709677,49/133,30/133
14787,2001,Turkey,Malaysia,2.0,19.0,5.0,Turkey & Malaysia,1488.0,Asia,Asia,1.27688172043,0.336021505376,19/133,39/133
14826,2001,Turkey,Switzerland,1.0,19.0,36.0,Turkey & Switzerland,1488.0,Asia,Europe,1.27688172043,2.41935483871,19/133,8/133
15095,2001,Korea,France,1.0,35.0,103.0,Korea & France,1488.0,Asia,Europe,2.35215053763,6.92204301075,10/133,4/133
15097,2001,Korea,Italy,1.0,35.0,62.0,Korea & Italy,1488.0,Asia,Europe,2.35215053763,4.16666666667,10/133,6/133
15101,2001,Korea,Poland,1.0,35.0,20.0,Korea & Poland,1488.0,Asia,Europe,2.35215053763,1.34408602151,10/133,17/133
15103,2001,Korea,Netherlands,1.0,35.0,21.0,Korea & Netherlands,1488.0,Asia,Europe,2.35215053763,1.41129032258,10/133,15/133
15106,2001,Korea,Czech,1.0,35.0,11.0,Korea & Czech,1488.0,Asia,Europe,2.35215053763,0.739247311828,10/133,25/133
15112,2001,Korea,Switzerland,2.0,35.0,36.0,Korea & Switzerland,1488.0,Asia,Europe,2.35215053763,2.41935483871,10/133,8/133
15117,2001,Korea,Norway,1.0,35.0,7.0,Korea & Norway,1488.0,Asia,Europe,2.35215053763,0.470430107527,10/133,32/133
15969,2001,Israel,Germany,2.0,7.0,178.0,Israel & Germany,1488.0,Asia,Europe,0.470430107527,11.9623655914,33/133,3/133
15970,2001,Israel,France,1.0,7.0,103.0,Israel & France,1488.0,Asia,Europe,0.470430107527,6.92204301075,33/133,4/133
15972,2001,Israel,Italy,2.0,7.0,62.0,Israel & Italy,1488.0,Asia,Europe,0.470430107527,4.16666666667,33/133,6/133
15974,2001,Israel,Spain,2.0,7.0,33.0,Israel & Spain,1488.0,Asia,Europe,0.470430107527,2.21774193548,33/133,11/133
15975,2001,Israel,Ukraine,2.0,7.0,9.0,Israel & Ukraine,1488.0,Asia,Europe,0.470430107527,0.604838709677,33/133,29/133
15976,2001,Israel,Poland,2.0,7.0,20.0,Israel & Poland,1488.0,Asia,Europe,0.470430107527,1.34408602151,33/133,17/133
15977,2001,Israel,Romania,3.0,7.0,14.0,Israel & Romania,1488.0,Asia,Europe,0.470430107527,0.940860215054,33/133,21/133
15979,2001,Israel,Belgium,2.0,7.0,28.0,Israel & Belgium,1488.0,Asia,Europe,0.470430107527,1.88172043011,33/133,13/133
15980,2001,Israel,Greece,2.0,7.0,9.0,Israel & Greece,1488.0,Asia,Europe,0.470430107527,0.604838709677,33/133,31/133
15981,2001,Israel,Czech,2.0,7.0,11.0,Israel & Czech,1488.0,Asia,Europe,0.470430107527,0.739247311828,33/133,25/133
15984,2001,Israel,Sweden,2.0,7.0,32.0,Israel & Sweden,1488.0,Asia,Europe,0.470430107527,2.15053763441,33/133,12/133
15987,2001,Israel,Switzerland,2.0,7.0,36.0,Israel & Switzerland,1488.0,Asia,Europe,0.470430107527,2.41935483871,33/133,8/133
15992,2001,Israel,Norway,2.0,7.0,7.0,Israel & Norway,1488.0,Asia,Europe,0.470430107527,0.470430107527,33/133,32/133
16001,2001,Israel,Slovenia,2.0,7.0,5.0,Israel & Slovenia,1488.0,Asia,Europe,0.470430107527,0.336021505376,33/133,40/133
16475,2001,Germany,France,11.0,178.0,103.0,Germany & France,1488.0,Europe,Europe,11.9623655914,6.92204301075,3/133,4/133
16477,2001,Germany,Italy,7.0,178.0,62.0,Germany & Italy,1488.0,Europe,Europe,11.9623655914,4.16666666667,3/133,6/133
16479,2001,Germany,Spain,8.0,178.0,33.0,Germany & Spain,1488.0,Europe,Europe,11.9623655914,2.21774193548,3/133,11/133
16480,2001,Germany,Ukraine,3.0,178.0,9.0,Germany & Ukraine,1488.0,Europe,Europe,11.9623655914,0.604838709677,3/133,29/133
16481,2001,Germany,Poland,5.0,178.0,20.0,Germany & Poland,1488.0,Europe,Europe,11.9623655914,1.34408602151,3/133,17/133
16482,2001,Germany,Romania,2.0,178.0,14.0,Germany & Romania,1488.0,Europe,Europe,11.9623655914,0.940860215054,3/133,21/133
16483,2001,Germany,Netherlands,7.0,178.0,21.0,Germany & Netherlands,1488.0,Europe,Europe,11.9623655914,1.41129032258,3/133,15/133
16484,2001,Germany,Belgium,4.0,178.0,28.0,Germany & Belgium,1488.0,Europe,Europe,11.9623655914,1.88172043011,3/133,13/133
16485,2001,Germany,Greece,4.0,178.0,9.0,Germany & Greece,1488.0,Europe,Europe,11.9623655914,0.604838709677,3/133,31/133
16486,2001,Germany,Czech,4.0,178.0,11.0,Germany & Czech,1488.0,Europe,Europe,11.9623655914,0.739247311828,3/133,25/133
16488,2001,Germany,Hungary,1.0,178.0,9.0,Germany & Hungary,1488.0,Europe,Europe,11.9623655914,0.604838709677,3/133,30/133
16489,2001,Germany,Sweden,12.0,178.0,32.0,Germany & Sweden,1488.0,Europe,Europe,11.9623655914,2.15053763441,3/133,12/133
16490,2001,Germany,Austria,2.0,178.0,12.0,Germany & Austria,1488.0,Europe,Europe,11.9623655914,0.806451612903,3/133,23/133
16492,2001,Germany,Switzerland,11.0,178.0,36.0,Germany & Switzerland,1488.0,Europe,Europe,11.9623655914,2.41935483871,3/133,8/133
16494,2001,Germany,Denmark,1.0,178.0,5.0,Germany & Denmark,1488.0,Europe,Europe,11.9623655914,0.336021505376,3/133,36/133
16496,2001,Germany,Finland,5.0,178.0,10.0,Germany & Finland,1488.0,Europe,Europe,11.9623655914,0.672043010753,3/133,26/133
16497,2001,Germany,Norway,3.0,178.0,7.0,Germany & Norway,1488.0,Europe,Europe,11.9623655914,0.470430107527,3/133,32/133
16498,2001,Germany,Georgia,2.0,178.0,6.0,Germany & Georgia,1488.0,Europe,Europe,11.9623655914,0.403225806452,3/133,34/133
16499,2001,Germany,Ireland,1.0,178.0,1.0,Germany & Ireland,1488.0,Europe,Europe,11.9623655914,0.0672043010753,3/133,54/133
16506,2001,Germany,Slovenia,2.0,178.0,5.0,Germany & Slovenia,1488.0,Europe,Europe,11.9623655914,0.336021505376,3/133,40/133
16518,2001,Germany,Australia,3.0,178.0,14.0,Germany & Australia,1488.0,Europe,Oceania,11.9623655914,0.940860215054,3/133,20/133
16522,2001,France,Italy,7.0,103.0,62.0,France & Italy,1488.0,Europe,Europe,6.92204301075,4.16666666667,4/133,6/133
16524,2001,France,Spain,2.0,103.0,33.0,France & Spain,1488.0,Europe,Europe,6.92204301075,2.21774193548,4/133,11/133
16525,2001,France,Ukraine,1.0,103.0,9.0,France & Ukraine,1488.0,Europe,Europe,6.92204301075,0.604838709677,4/133,29/133
16528,2001,France,Netherlands,1.0,103.0,21.0,France & Netherlands,1488.0,Europe,Europe,6.92204301075,1.41129032258,4/133,15/133
16529,2001,France,Belgium,3.0,103.0,28.0,France & Belgium,1488.0,Europe,Europe,6.92204301075,1.88172043011,4/133,13/133
16530,2001,France,Greece,2.0,103.0,9.0,France & Greece,1488.0,Europe,Europe,6.92204301075,0.604838709677,4/133,31/133
16531,2001,France,Czech,3.0,103.0,11.0,France & Czech,1488.0,Europe,Europe,6.92204301075,0.739247311828,4/133,25/133
16534,2001,France,Sweden,3.0,103.0,32.0,France & Sweden,1488.0,Europe,Europe,6.92204301075,2.15053763441,4/133,12/133
16535,2001,France,Austria,1.0,103.0,12.0,France & Austria,1488.0,Europe,Europe,6.92204301075,0.806451612903,4/133,23/133
16537,2001,France,Switzerland,5.0,103.0,36.0,France & Switzerland,1488.0,Europe,Europe,6.92204301075,2.41935483871,4/133,8/133
16538,2001,France,Bulgaria,2.0,103.0,5.0,France & Bulgaria,1488.0,Europe,Europe,6.92204301075,0.336021505376,4/133,37/133
16541,2001,France,Finland,4.0,103.0,10.0,France & Finland,1488.0,Europe,Europe,6.92204301075,0.672043010753,4/133,26/133
16542,2001,France,Norway,1.0,103.0,7.0,France & Norway,1488.0,Europe,Europe,6.92204301075,0.470430107527,4/133,32/133
16543,2001,France,Georgia,1.0,103.0,6.0,France & Georgia,1488.0,Europe,Europe,6.92204301075,0.403225806452,4/133,34/133
16563,2001,France,Australia,1.0,103.0,14.0,France & Australia,1488.0,Europe,Oceania,6.92204301075,0.940860215054,4/133,20/133
16611,2001,Italy,Spain,2.0,62.0,33.0,Italy & Spain,1488.0,Europe,Europe,4.16666666667,2.21774193548,6/133,11/133
16612,2001,Italy,Ukraine,2.0,62.0,9.0,Italy & Ukraine,1488.0,Europe,Europe,4.16666666667,0.604838709677,6/133,29/133
16613,2001,Italy,Poland,3.0,62.0,20.0,Italy & Poland,1488.0,Europe,Europe,4.16666666667,1.34408602151,6/133,17/133
16614,2001,Italy,Romania,2.0,62.0,14.0,Italy & Romania,1488.0,Europe,Europe,4.16666666667,0.940860215054,6/133,21/133
16615,2001,Italy,Netherlands,2.0,62.0,21.0,Italy & Netherlands,1488.0,Europe,Europe,4.16666666667,1.41129032258,6/133,15/133
16616,2001,Italy,Belgium,3.0,62.0,28.0,Italy & Belgium,1488.0,Europe,Europe,4.16666666667,1.88172043011,6/133,13/133
16617,2001,Italy,Greece,2.0,62.0,9.0,Italy & Greece,1488.0,Europe,Europe,4.16666666667,0.604838709677,6/133,31/133
16618,2001,Italy,Czech,3.0,62.0,11.0,Italy & Czech,1488.0,Europe,Europe,4.16666666667,0.739247311828,6/133,25/133
16621,2001,Italy,Sweden,3.0,62.0,32.0,Italy & Sweden,1488.0,Europe,Europe,4.16666666667,2.15053763441,6/133,12/133
16622,2001,Italy,Austria,2.0,62.0,12.0,Italy & Austria,1488.0,Europe,Europe,4.16666666667,0.806451612903,6/133,23/133
16624,2001,Italy,Switzerland,4.0,62.0,36.0,Italy & Switzerland,1488.0,Europe,Europe,4.16666666667,2.41935483871,6/133,8/133
16626,2001,Italy,Denmark,1.0,62.0,5.0,Italy & Denmark,1488.0,Europe,Europe,4.16666666667,0.336021505376,6/133,36/133
16628,2001,Italy,Finland,2.0,62.0,10.0,Italy & Finland,1488.0,Europe,Europe,4.16666666667,0.672043010753,6/133,26/133
16629,2001,Italy,Norway,2.0,62.0,7.0,Italy & Norway,1488.0,Europe,Europe,4.16666666667,0.470430107527,6/133,32/133
16638,2001,Italy,Slovenia,3.0,62.0,5.0,Italy & Slovenia,1488.0,Europe,Europe,4.16666666667,0.336021505376,6/133,40/133
16695,2001,Spain,Ukraine,2.0,33.0,9.0,Spain & Ukraine,1488.0,Europe,Europe,2.21774193548,0.604838709677,11/133,29/133
16696,2001,Spain,Poland,2.0,33.0,20.0,Spain & Poland,1488.0,Europe,Europe,2.21774193548,1.34408602151,11/133,17/133
16697,2001,Spain,Romania,2.0,33.0,14.0,Spain & Romania,1488.0,Europe,Europe,2.21774193548,0.940860215054,11/133,21/133
16699,2001,Spain,Belgium,2.0,33.0,28.0,Spain & Belgium,1488.0,Europe,Europe,2.21774193548,1.88172043011,11/133,13/133
16700,2001,Spain,Greece,2.0,33.0,9.0,Spain & Greece,1488.0,Europe,Europe,2.21774193548,0.604838709677,11/133,31/133
16701,2001,Spain,Czech,2.0,33.0,11.0,Spain & Czech,1488.0,Europe,Europe,2.21774193548,0.739247311828,11/133,25/133
16702,2001,Spain,Portugal,1.0,33.0,1.0,Spain & Portugal,1488.0,Europe,Europe,2.21774193548,0.0672043010753,11/133,53/133
16704,2001,Spain,Sweden,5.0,33.0,32.0,Spain & Sweden,1488.0,Europe,Europe,2.21774193548,2.15053763441,11/133,12/133
16707,2001,Spain,Switzerland,3.0,33.0,36.0,Spain & Switzerland,1488.0,Europe,Europe,2.21774193548,2.41935483871,11/133,8/133
16709,2001,Spain,Denmark,1.0,33.0,5.0,Spain & Denmark,1488.0,Europe,Europe,2.21774193548,0.336021505376,11/133,36/133
16711,2001,Spain,Finland,2.0,33.0,10.0,Spain & Finland,1488.0,Europe,Europe,2.21774193548,0.672043010753,11/133,26/133
16712,2001,Spain,Norway,2.0,33.0,7.0,Spain & Norway,1488.0,Europe,Europe,2.21774193548,0.470430107527,11/133,32/133
16721,2001,Spain,Slovenia,2.0,33.0,5.0,Spain & Slovenia,1488.0,Europe,Europe,2.21774193548,0.336021505376,11/133,40/133
16736,2001,Ukraine,Poland,2.0,9.0,20.0,Ukraine & Poland,1488.0,Europe,Europe,0.604838709677,1.34408602151,29/133,17/133
16737,2001,Ukraine,Romania,2.0,9.0,14.0,Ukraine & Romania,1488.0,Europe,Europe,0.604838709677,0.940860215054,29/133,21/133
16739,2001,Ukraine,Belgium,3.0,9.0,28.0,Ukraine & Belgium,1488.0,Europe,Europe,0.604838709677,1.88172043011,29/133,13/133
16740,2001,Ukraine,Greece,2.0,9.0,9.0,Ukraine & Greece,1488.0,Europe,Europe,0.604838709677,0.604838709677,29/133,31/133
16741,2001,Ukraine,Czech,2.0,9.0,11.0,Ukraine & Czech,1488.0,Europe,Europe,0.604838709677,0.739247311828,29/133,25/133
16744,2001,Ukraine,Sweden,2.0,9.0,32.0,Ukraine & Sweden,1488.0,Europe,Europe,0.604838709677,2.15053763441,29/133,12/133
16747,2001,Ukraine,Switzerland,3.0,9.0,36.0,Ukraine & Switzerland,1488.0,Europe,Europe,0.604838709677,2.41935483871,29/133,8/133
16748,2001,Ukraine,Bulgaria,1.0,9.0,5.0,Ukraine & Bulgaria,1488.0,Europe,Europe,0.604838709677,0.336021505376,29/133,37/133
16752,2001,Ukraine,Norway,3.0,9.0,7.0,Ukraine & Norway,1488.0,Europe,Europe,0.604838709677,0.470430107527,29/133,32/133
16761,2001,Ukraine,Slovenia,2.0,9.0,5.0,Ukraine & Slovenia,1488.0,Europe,Europe,0.604838709677,0.336021505376,29/133,40/133
16776,2001,Poland,Romania,2.0,20.0,14.0,Poland & Romania,1488.0,Europe,Europe,1.34408602151,0.940860215054,17/133,21/133
16778,2001,Poland,Belgium,2.0,20.0,28.0,Poland & Belgium,1488.0,Europe,Europe,1.34408602151,1.88172043011,17/133,13/133
16779,2001,Poland,Greece,2.0,20.0,9.0,Poland & Greece,1488.0,Europe,Europe,1.34408602151,0.604838709677,17/133,31/133
16780,2001,Poland,Czech,2.0,20.0,11.0,Poland & Czech,1488.0,Europe,Europe,1.34408602151,0.739247311828,17/133,25/133
16783,2001,Poland,Sweden,3.0,20.0,32.0,Poland & Sweden,1488.0,Europe,Europe,1.34408602151,2.15053763441,17/133,12/133
16784,2001,Poland,Austria,1.0,20.0,12.0,Poland & Austria,1488.0,Europe,Europe,1.34408602151,0.806451612903,17/133,23/133
16786,2001,Poland,Switzerland,2.0,20.0,36.0,Poland & Switzerland,1488.0,Europe,Europe,1.34408602151,2.41935483871,17/133,8/133
16788,2001,Poland,Denmark,1.0,20.0,5.0,Poland & Denmark,1488.0,Europe,Europe,1.34408602151,0.336021505376,17/133,36/133
16791,2001,Poland,Norway,2.0,20.0,7.0,Poland & Norway,1488.0,Europe,Europe,1.34408602151,0.470430107527,17/133,32/133
16800,2001,Poland,Slovenia,2.0,20.0,5.0,Poland & Slovenia,1488.0,Europe,Europe,1.34408602151,0.336021505376,17/133,40/133
16816,2001,Romania,Belgium,2.0,14.0,28.0,Romania & Belgium,1488.0,Europe,Europe,0.940860215054,1.88172043011,21/133,13/133
16817,2001,Romania,Greece,2.0,14.0,9.0,Romania & Greece,1488.0,Europe,Europe,0.940860215054,0.604838709677,21/133,31/133
16818,2001,Romania,Czech,2.0,14.0,11.0,Romania & Czech,1488.0,Europe,Europe,0.940860215054,0.739247311828,21/133,25/133
16821,2001,Romania,Sweden,2.0,14.0,32.0,Romania & Sweden,1488.0,Europe,Europe,0.940860215054,2.15053763441,21/133,12/133
16824,2001,Romania,Switzerland,2.0,14.0,36.0,Romania & Switzerland,1488.0,Europe,Europe,0.940860215054,2.41935483871,21/133,8/133
16829,2001,Romania,Norway,2.0,14.0,7.0,Romania & Norway,1488.0,Europe,Europe,0.940860215054,0.470430107527,21/133,32/133
